TITLE = "B00012"
VARIABLES = "x", "y", "Vx", "Vy", "isValid"
ZONE T="Frame 0", I=102, J=78, F=POINT
-125.6671117544 126.6671117544 0 -0 0
-123.8893357515 126.6671117544 0 -0 0
-122.1115597486 126.6671117544 0 -0 0
-120.3337837458 126.6671117544 0 -0 0
-118.5560077429 126.6671117544 0 -0 0
-116.77823174 126.6671117544 0 -0 0
-115.0004557371 126.6671117544 0 -0 0
-113.2226797342 126.6671117544 0 -0 0
-111.4449037313 126.6671117544 0 -0 0
-109.6671277285 126.6671117544 0 -0 0
-107.8893517256 126.6671117544 0 -0 0
-106.1115757227 126.6671117544 0 -0 0
-104.3337997198 126.6671117544 0 -0 0
-102.5560237169 126.6671117544 0 -0 0
-100.778247714 126.6671117544 0 -0 0
-99.0004717112 126.6671117544 0 -0 0
-97.2226957083 126.6671117544 0 -0 0
-95.4449197054 126.6671117544 0 -0 0
-93.6671437025 126.6671117544 0 -0 0
-91.8893676996 126.6671117544 0 -0 0
-90.1115916967 126.6671117544 0 -0 0
-88.3338156939 126.6671117544 0 -0 0
-86.556039691 126.6671117544 0 -0 0
-84.7782636881 126.6671117544 0 -0 0
-83.0004876852 126.6671117544 0 -0 0
-81.2227116823 126.6671117544 0 -0 0
-79.4449356794 126.6671117544 0 -0 0
-77.6671596766 126.6671117544 0 -0 0
-75.8893836737 126.6671117544 0 -0 0
-74.1116076708 126.6671117544 0 -0 0
-72.3338316679 126.6671117544 0 -0 0
-70.556055665 126.6671117544 0 -0 0
-68.7782796621 126.6671117544 0 -0 0
-67.0005036592 126.6671117544 0 -0 0
-65.2227276564 126.6671117544 0 -0 0
-63.4449516535 126.6671117544 0 -0 0
-61.6671756506 126.6671117544 0 -0 0
-59.8893996477 126.6671117544 0 -0 0
-58.1116236448 126.6671117544 0 -0 0
-56.3338476419 126.6671117544 0 -0 0
-54.5560716391 126.6671117544 0 -0 0
-52.7782956362 126.6671117544 0 -0 0
-51.0005196333 126.6671117544 0 -0 0
-49.2227436304 126.6671117544 0 -0 0
-47.4449676275 126.6671117544 0 -0 0
-45.6671916246 126.6671117544 0 -0 0
-43.8894156218 126.6671117544 0 -0 0
-42.1116396189 126.6671117544 0 -0 0
-40.333863616 126.6671117544 0 -0 0
-38.5560876131 126.6671117544 0 -0 0
-36.7783116102 126.6671117544 0 -0 0
-35.0005356073 126.6671117544 0 -0 0
-33.2227596045 126.6671117544 0 -0 0
-31.4449836016 126.6671117544 0 -0 0
-29.6672075987 126.6671117544 0 -0 0
-27.8894315958 126.6671117544 0 -0 0
-26.1116555929 126.6671117544 0 -0 0
-24.33387959 126.6671117544 0 -0 0
-22.5561035872 126.6671117544 0 -0 0
-20.7783275843 126.6671117544 0 -0 0
-19.0005515814 126.6671117544 0 -0 0
-17.2227755785 126.6671117544 0 -0 0
-15.4449995756 126.6671117544 0 -0 0
-13.6672235727 126.6671117544 0 -0 0
-11.8894475698 126.6671117544 0 -0 0
-10.111671567 126.6671117544 0 -0 0
-8.3338955641 126.6671117544 0 -0 0
-6.5561195612 126.6671117544 0 -0 0
-4.7783435583 126.6671117544 0 -0 0
-3.0005675554 126.6671117544 0 -0 0
-1.2227915525 126.6671117544 0 -0 0
0.5549844503 126.6671117544 0 -0 0
2.3327604532 126.6671117544 0 -0 0
4.1105364561 126.6671117544 0 -0 0
5.888312459 126.6671117544 0 -0 0
7.6660884619 126.6671117544 0 -0 0
9.4438644648 126.6671117544 0 -0 0
11.2216404676 126.6671117544 0 -0 0
12.9994164705 126.6671117544 0 -0 0
14.7771924734 126.6671117544 0 -0 0
16.5549684763 126.6671117544 0 -0 0
18.3327444792 126.6671117544 0 -0 0
20.1105204821 126.6671117544 0 -0 0
21.8882964849 126.6671117544 0 -0 0
23.6660724878 126.6671117544 0 -0 0
25.4438484907 126.6671117544 0 -0 0
27.2216244936 126.6671117544 0 -0 0
28.9994004965 126.6671117544 0 -0 0
30.7771764994 126.6671117544 0 -0 0
32.5549525023 126.6671117544 0 -0 0
34.3327285051 126.6671117544 0 -0 0
36.110504508 126.6671117544 0 -0 0
37.8882805109 126.6671117544 0 -0 0
39.6660565138 126.6671117544 0 -0 0
41.4438325167 126.6671117544 0 -0 0
43.2216085196 126.6671117544 0 -0 0
44.9993845224 126.6671117544 0 -0 0
46.7771605253 126.6671117544 0 -0 0
48.5549365282 126.6671117544 0 -0 0
50.3327125311 126.6671117544 0 -0 0
52.110488534 126.6671117544 0 -0 0
53.8882645369 126.6671117544 0 -0 0
-125.6671117544 124.8893357515 0 -0 0
-123.8893357515 124.8893357515 -9.779578169 0.4937364641 1
-122.1115597486 124.8893357515 -10.1427702091 0.2865373212 1
-120.3337837458 124.8893357515 -9.5649214721 0.180091049 1
-118.5560077429 124.8893357515 -9.7571052713 0.1305830864 1
-116.77823174 124.8893357515 -9.6807483963 0.3685160005 1
-115.0004557371 124.8893357515 -9.3884489405 0.6460363829 1
-113.2226797342 124.8893357515 -9.1961720651 0.4099320588 1
-111.4449037313 124.8893357515 -9.6887343368 0.1788853539 1
-109.6671277285 124.8893357515 -9.774739637 0.3151102918 1
-107.8893517256 124.8893357515 -9.4962240549 0.2716193495 1
-106.1115757227 124.8893357515 -9.041238805 0.5161148537 1
-104.3337997198 124.8893357515 -9.6351954575 0.672325406 1
-102.5560237169 124.8893357515 -9.8561999533 0.3281409639 1
-100.778247714 124.8893357515 0 -0 0
-99.0004717112 124.8893357515 -9.4217072253 0.4706779022 1
-97.2226957083 124.8893357515 0 -0 0
-95.4449197054 124.8893357515 0 -0 0
-93.6671437025 124.8893357515 -9.5826102516 0.4432218463 1
-91.8893676996 124.8893357515 -9.7172285506 0.2271260478 1
-90.1115916967 124.8893357515 -9.8353308306 0.2899210001 1
-88.3338156939 124.8893357515 -10.0943548183 0.1184702891 1
-86.556039691 124.8893357515 -9.1051735832 -0.2009301009 1
-84.7782636881 124.8893357515 -9.5913995116 0.0938709576 1
-83.0004876852 124.8893357515 -9.8242705106 -0.0074045721 1
-81.2227116823 124.8893357515 -9.3289732297 0.1582066795 1
-79.4449356794 124.8893357515 -10.0258965353 0.134815907 1
-77.6671596766 124.8893357515 -9.5411082767 0.3157002519 1
-75.8893836737 124.8893357515 -9.5297601364 0.2800678072 1
-74.1116076708 124.8893357515 -9.768370359 0.2069055948 1
-72.3338316679 124.8893357515 -9.2508221314 0.6870572253 1
-70.556055665 124.8893357515 0 -0 0
-68.7782796621 124.8893357515 0 -0 0
-67.0005036592 124.8893357515 0 -0 0
-65.2227276564 124.8893357515 0 -0 0
-63.4449516535 124.8893357515 0 -0 0
-61.6671756506 124.8893357515 0 -0 0
-59.8893996477 124.8893357515 -10.4066914384 0.6115308766 1
-58.1116236448 124.8893357515 -10.1523728122 0.2524356225 1
-56.3338476419 124.8893357515 -9.7525645833 0.1108093994 1
-54.5560716391 124.8893357515 -9.8024806493 0.2522809728 1
-52.7782956362 124.8893357515 -10.3568254904 0.1041193664 1
-51.0005196333 124.8893357515 -10.5523901046 0.3381416468 1
-49.2227436304 124.8893357515 -9.9418773387 0.3415410771 1
-47.4449676275 124.8893357515 -9.8271802168 0.3936709255 1
-45.6671916246 124.8893357515 -9.9293736212 0.3297275557 1
-43.8894156218 124.8893357515 -9.8105295953 0.7235860656 1
-42.1116396189 124.8893357515 -9.708208748 0.6651270336 1
-40.333863616 124.8893357515 -9.471311128 0.4998308093 1
-38.5560876131 124.8893357515 0 -0 0
-36.7783116102 124.8893357515 -9.814657884 -0.2062669487 1
-35.0005356073 124.8893357515 -10.3835784627 -0.1489334231 1
-33.2227596045 124.8893357515 0 -0 0
-31.4449836016 124.8893357515 0 -0 0
-29.6672075987 124.8893357515 0 -0 0
-27.8894315958 124.8893357515 -9.3438711543 -0.3463552661 1
-26.1116555929 124.8893357515 -9.7726762086 0.120175732 1
-24.33387959 124.8893357515 -9.9130580741 0.5829693616 1
-22.5561035872 124.8893357515 -10.0414918156 -0.4084399753 1
-20.7783275843 124.8893357515 -9.8699265493 -0.4390792381 1
-19.0005515814 124.8893357515 -9.0153807965 -0.3369875016 1
-17.2227755785 124.8893357515 0 -0 0
-15.4449995756 124.8893357515 -8.8878405868 0.3316363344 1
-13.6672235727 124.8893357515 -9.2695232939 0.3802550609 1
-11.8894475698 124.8893357515 -9.5751612894 0.3330339097 1
-10.111671567 124.8893357515 0 -0 0
-8.3338955641 124.8893357515 -10.1223005983 0.3465084839 1
-6.5561195612 124.8893357515 -10.4088679903 0.4272299181 1
-4.7783435583 124.8893357515 -9.8077287167 0.7663281022 1
-3.0005675554 124.8893357515 -9.8788489798 0.8302013069 1
-1.2227915525 124.8893357515 -9.3929939244 0.6323498813 1
0.5549844503 124.8893357515 -9.2018740582 0.7584982434 1
2.3327604532 124.8893357515 -9.4033282498 0.7363804673 1
4.1105364561 124.8893357515 -9.6673869456 1.1667850008 1
5.888312459 124.8893357515 -9.9823984333 1.1682341261 1
7.6660884619 124.8893357515 -9.4690300444 -0.0246924078 1
9.4438644648 124.8893357515 -8.2965616658 0.2761299668 1
11.2216404676 124.8893357515 0 -0 0
12.9994164705 124.8893357515 0 -0 0
14.7771924734 124.8893357515 0 -0 0
